"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2027-03-27","18:00","4","education_children","golden_tip","NEWS RESERVE — fallback: Moving schools during the year: one golden tip and what to verify","families and students","medium","news_flex","breaking_news","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-27","21:00","5","education_children","foundation","School-meal and support applications: a plain-English explanation","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-03-28","08:30","1","employment","edge_case","Recognising unpaid-trial scams: mistakes, exceptions and edge cases","employees and job seekers","medium","evergreen","none","recognising unpaid trial","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-28","11:30","2","identity_access","audience","What a Portuguese NIF is for new residents","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-03-28","14:30","3","irs","golden_tip","Paying an IRS balance: one golden tip and what to verify","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-28","18:00","4","health_family","foundation","NEWS RESERVE — fallback: Health-fee exemptions: a plain-English explanation","individuals and families","medium","news_flex","breaking_news","health exemptions","SNS | centro de saúde | médico de família | nascimento | família","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-28","21:00","5","immigration_residency","action","Recognising fake appointment websites: a practical step-by-step checklist","international residents","high","evergreen","none","recognising appointment websites","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","2","annual_candidate"
"2027-03-29","08:30","1","education_children","audience","National-exam administration for families and students","families and students","medium","evergreen","none","national administration","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-29","11:30","2","freelance_business","golden_tip","Changing an activity code later: one golden tip and what to verify","freelancers and solo founders","high","evergreen","none","changing activity later","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-29","14:30","3","banking_money","foundation","Variable versus fixed mortgage rates: a plain-English explanation","people managing money in Portugal","medium","evergreen","none","variable versus fixed","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-03-29","18:00","4","daily_life_consumer","action","NEWS RESERVE — fallback: Finding the correct municipal office: a practical step-by-step checklist","everyone living in Portugal","low","news_flex","breaking_news","finding correct municipal","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-29","21:00","5","iva","edge_case","IVA after ceasing activity: mistakes, exceptions and edge cases","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-03-30","08:30","1","immigration_residency","golden_tip","D7 residence route: one golden tip and what to verify","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","annual_candidate"
"2027-03-30","11:30","2","social_security","foundation","Registering as a self-employed worker: a plain-English explanation","workers and freelancers","high","evergreen","none","registering employed worker","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-30","14:30","3","driving_transport","action","Car-insurance documents: a practical step-by-step checklist","drivers and commuters","medium","evergreen","none","insurance documents","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-30","18:00","4","banking_money","edge_case","NEWS RESERVE — fallback: Understanding Portuguese IBANs: mistakes, exceptions and edge cases","people managing money in Portugal","medium","news_flex","breaking_news","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-30","21:00","5","employment","audience","Public holidays and work for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-31","08:30","1","iva","foundation","Paying IVA after filing: a plain-English explanation","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-31","11:30","2","employment","action","Annual leave basics: a practical step-by-step checklist","employees and job seekers","medium","evergreen","none","annual leave basics","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-31","14:30","3","identity_access","edge_case","Changing the temporary Finanças password: mistakes, exceptions and edge cases","new residents","medium","evergreen","none","changing temporary finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-03-31","18:00","4","irs","audience","NEWS RESERVE — fallback: Checking household information before IRS for people filing personal income tax","people filing personal income tax","high","news_flex","breaking_news","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-31","21:00","5","health_family","golden_tip","S1 healthcare registration: one golden tip and what to verify","individuals and families","medium","evergreen","none","healthcare registration","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-01","08:30","1","housing_property","action","Changing utilities after moving: a practical step-by-step checklist","renters and property owners","high","evergreen","none","changing utilities moving","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
